,Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros,Conversion Ratio,Warehouse Name,Warehouse Country,Warehouse City,Customer Country,Customer City,Road,Rail,Sea,Air,Location,GPS 1,GPS 2,KG,CO2 Road,CO2 Rail,CO2 Sea,CO2 Air,CO2 Total
33,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,22,875582-82,700.0,672.84,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,0.0,0.0,0.0,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,11.9,0.32951042880000003,0.0,0.0,0.0,0.32951042880000003
34,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,23,8571482-82,520.0,1295.53,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,0.0,0.0,0.0,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,8.475999999999999,0.23470003315199997,0.0,0.0,0.0,0.23470003315199997
35,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,1,802051-51,40.0,31.88,0.02759,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.1036,0.031271433024,0.0,0.0,0.0,0.031271433024
36,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,2,830864-64,20.0,29.25,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.095199999999998,0.031033411967999948,0.0,0.0,0.0,0.031033411967999948
37,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,3,830863-63,30.0,43.88,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.642799999999997,0.04655011795199992,0.0,0.0,0.0,0.04655011795199992
38,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,4,937555-55,20.0,15.94,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.5800000000000001,0.016434787200000002,0.0,0.0,0.0,0.016434787200000002
39,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,5,937554-54,20.0,15.94,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.5800000000000001,0.016434787200000002,0.0,0.0,0.0,0.016434787200000002
40,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,6,918533-33,20.0,29.25,0.05568,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.1136,0.031554791424,0.0,0.0,0.0,0.031554791424
41,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,7,8957921-21,20.0,14.02,0.0200799999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.401599999999998,0.011379673343999945,0.0,0.0,0.0,0.011379673343999945
42,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,8,802063-63,20.0,12.51,0.022,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.43999999999999995,0.012467769600000001,0.0,0.0,0.0,0.012467769600000001
43,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,9,802064-64,20.0,12.51,0.0184,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.368,0.01042758912,0.0,0.0,0.0,0.01042758912
44,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,10,802077-77,100.0,91.52,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.9,0.05383809600000001,0.0,0.0,0.0,0.05383809600000001
45,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,11,802078-78,20.0,18.3,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0,0.0,0.0,0.010767619200000002
46,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,12,902126-26,80.0,102.9,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.52,0.04307047680000001,0.0,0.0,0.0,0.04307047680000001
47,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,14,942103-03,20.0,33.39,0.02459,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4918,0.013935566112000003,0.0,0.0,0.0,0.013935566112000003
48,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,15,887776-76,20.0,19.27,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0,0.0,0.0,0.010767619200000002
49,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,16,8871292-92,20.0,25.72,0.02191,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4382,0.012416765088,0.0,0.0,0.0,0.012416765088
50,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,17,992668-68,25.0,40.35,0.0215,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.5375,0.015230514000000002,0.0,0.0,0.0,0.015230514000000002
51,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,19,8031256-56,20.0,13.82,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0,0.0,0.0,0.010767619200000002
52,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,20,942082-82,20.0,27.44,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.64,0.018134937600000005,0.0,0.0,0.0,0.018134937600000005
53,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,21,964823-23,20.0,13.72,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0,0.0,0.0,0.010767619200000002
54,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,22,964824-24,20.0,27.44,0.033,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.66,0.0187016544,0.0,0.0,0.0,0.0187016544
55,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,23,943453-53,20.0,25.42,0.02061,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4122,0.011680033248,0.0,0.0,0.0,0.011680033248
56,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,26,944022-22,20.0,47.21,0.01053,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.21059999999999998,0.005967527904,0.0,0.0,0.0,0.005967527904
57,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,28,8794095-95,20.0,37.63,0.02113,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4226,0.011974725984,0.0,0.0,0.0,0.011974725984
58,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,29,8571482-82,20.0,39.74,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.32599999999999996,0.00923748384,0.0,0.0,0.0,0.00923748384
59,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,30,8794084-84,20.0,44.28,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.32599999999999996,0.00923748384,0.0,0.0,0.0,0.00923748384
60,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,31,8479004-04,20.0,33.19,0.02113,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4226,0.011974725984,0.0,0.0,0.0,0.011974725984
61,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,32,896049-49,20.0,59.31,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.32599999999999996,0.00923748384,0.0,0.0,0.0,0.00923748384
62,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,33,897001-01,25.0,32.28,0.04304,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.076,0.030489363840000006,0.0,0.0,0.0,0.030489363840000006
63,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,34,875586-86,25.0,26.73,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.7250000000000001,0.020543484000000004,0.0,0.0,0.0,0.020543484000000004
64,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,35,921215-15,25.0,39.75,0.058,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.4500000000000002,0.04108696800000001,0.0,0.0,0.0,0.04108696800000001
65,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,36,880410-10,25.0,26.73,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,0.0,0.0,0.0,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.7250000000000001,0.020543484000000004,0.0,0.0,0.0,0.020543484000000004
